word,count
puzzled,by,1
and,longed,1
subject,Go,1
verse,the,1
Gryphon,repeated,1
repeated,impatiently,1
impatiently,it,1
it,begins,1
begins,I,1
garden,Alice,1
to,disobey,1
disobey,though,1
sure,it,1
all,come,1
come,wrong,1
wrong,and,1
and,marked,1
marked,with,1
eye,How,1
Owl,and,1
Panther,were,1
were,sharing,1
sharing,a,1
a,pie,1
pie,later,1
The,Panther,1
Panther,took,1
took,piecrust,1
piecrust,and,1
and,gravy,1
gravy,and,1
and,meat,1
meat,While,1
Owl,had,1
the,dish,1
dish,as,1
its,share,1
share,of,1
the,treat,1
treat,When,1
the,pie,1
pie,was,1
all,finished,1
Owl,as,1
a,boon,1
boon,Was,1
Was,kindly,1
kindly,permitted,1
permitted,to,1
to,pocket,1
pocket,the,1
the,spoon,1
spoon,While,1
Panther,received,1
received,knife,1
knife,and,1
and,fork,1
fork,with,1
a,growl,1
growl,And,1
And,concluded,1
concluded,the,1
the,banquet,1
banquet,What,1
of,repeating,1
repeating,all,1
that,stuff,1
stuff,the,1
Turtle,interrupted,1
interrupted,if,1
dont,explain,1
on,Its,1
Its,by,1
by,far,1
far,the,1
most,confusing,1
confusing,thing,1
ever,heard,1
heard,Yes,1
Yes,I,1
better,leave,1
off,said,1
only,too,1
too,glad,1
so,Shall,1
Shall,we,1
we,try,1
try,another,1
another,figure,1
figure,of,1
Quadrille,the,1
on,Or,1
Or,would,1
sing,you,1
song,Oh,1
Oh,a,1
song,please,1
please,if,1
Turtle,would,1
so,kind,1
kind,Alice,1
replied,so,1
so,eagerly,1
eagerly,that,1
a,rather,1
rather,offended,1
tone,Hm,1
Hm,No,1
No,accounting,1
accounting,for,1
for,tastes,1
tastes,Sing,1
Sing,her,1
her,Turtle,1
Soup,will,1
you,old,1
fellow,The,1
voice,sometimes,1
sometimes,choked,1
choked,with,1
with,sobs,1
sobs,to,1
sing,this,1
this,Beautiful,1
Soup,so,1
so,rich,1
rich,and,1
and,green,1
green,Waiting,1
Waiting,in,1
a,hot,1
hot,tureen,1
tureen,Who,1
Who,for,1
such,dainties,1
dainties,would,1
not,stoop,1
stoop,Soup,1
Soup,Soup,1
Soup,Beautiful,1
Soup,Who,1
for,fish,1
fish,Game,1
Game,or,1
other,dish,1
dish,Who,1
Who,would,1
not,give,1
give,all,1
all,else,1
else,for,1
two,Pennyworth,1
Soup,Pennyworth,1
Beautiful,beautiFUL,1
beautiFUL,SOUP,1
SOUP,Chorus,1
Chorus,again,1
again,cried,1
Turtle,had,1
a,cry,1
cry,of,1
of,The,1
The,trials,1
trials,beginning,1
beginning,was,1
was,heard,1
heard,in,1
distance,Come,1
on,cried,1
taking,Alice,1
Alice,by,1
the,hand,1
hand,it,1
it,hurried,1
off,without,1
song,What,1
What,trial,1
trial,is,1
it,Alice,1
Alice,panted,1
panted,as,1
ran,but,1
Gryphon,only,1
only,answered,1
answered,Come,1
ran,the,1
the,faster,1
faster,while,1
while,more,1
more,faintly,1
faintly,came,1
came,carried,1
carried,on,1
the,breeze,1
breeze,that,1
that,followed,1
followed,them,1
the,melancholy,1
melancholy,words,1
words,Soooop,1
Soup,CHAPTER,1
CHAPTER,XI,1
XI,Who,1
Who,Stole,1
Stole,the,1
the,Tarts,1
Tarts,The,1
and,Queen,1
Hearts,were,1
were,seated,1
seated,on,1
their,throne,1
throne,when,1
they,arrived,1
arrived,with,1
great,crowd,1
crowd,assembled,1
assembled,about,1
about,themall,1
themall,sorts,1
little,birds,1
and,beasts,1
beasts,as,1
cards,the,1
Knave,was,1
was,standing,1
standing,before,1
before,them,1
in,chains,1
chains,with,1
a,soldier,1
soldier,on,1
to,guard,1
guard,him,1
and,near,1
King,was,1
a,trumpet,1
trumpet,in,1
a,scroll,1
scroll,of,1
of,parchment,1
parchment,in,1
other,In,1
In,the,1
very,middle,1
table,with,1
large,dish,1
dish,of,1
of,tarts,1
tarts,upon,1
it,they,1
they,looked,1
so,good,1
good,that,1
made,Alice,1
quite,hungry,1
hungry,to,1
at,themI,1
themI,wish,1
wish,theyd,1
theyd,get,1
get,the,1
trial,done,1
done,she,1
and,hand,1
hand,round,1
the,refreshments,1
refreshments,But,1
But,there,1
began,looking,1
everything,about,1
to,pass,1
pass,away,1
been,in,1
a,court,1
court,of,1
of,justice,1
justice,before,1
read,about,1
about,them,1
in,books,1
books,and,1
of,nearly,1
nearly,everything,1
everything,there,1
there,Thats,1
the,judge,1
judge,she,1
herself,because,1
his,great,1
great,wig,1
wig,The,1
The,judge,1
judge,by,1
way,was,1
he,wore,1
wore,his,1
his,crown,1
crown,over,1
the,wig,1
wig,look,1
the,frontispiece,1
frontispiece,if,1
not,look,1
all,comfortable,1
comfortable,and,1
certainly,not,1
not,becoming,1
becoming,And,1
And,thats,1
jurybox,thought,1
those,twelve,1
twelve,creatures,1
creatures,she,1
say,creatures,1
creatures,you,1
see,because,1
because,some,1
them,were,1
were,animals,1
some,were,1
were,birds,1
birds,I,1
suppose,they,1
are,the,1
jurors,She,1
word,two,1
three,times,1
times,over,1
herself,being,1
being,rather,1
rather,proud,1
proud,of,1
and,rightly,1
rightly,too,1
too,that,1
few,little,1
girls,of,1
her,age,1
age,knew,1
all,However,1
However,jurymen,1
jurymen,would,1
done,just,1
The,twelve,1
twelve,jurors,1
all,writing,1
writing,very,1
very,busily,1
busily,on,1
on,slates,1
slates,What,1
they,doing,1
doing,Alice,1
whispered,to,1
Gryphon,They,1
They,cant,1
cant,have,1
have,anything,1
down,yet,1
yet,before,1
trials,begun,1
begun,Theyre,1
Theyre,putting,1
putting,down,1
down,their,1
names,the,1
Gryphon,whispered,1
reply,for,1
fear,they,1
they,should,1
should,forget,1
forget,them,1
them,before,1
trial,Stupid,1
Stupid,things,1
loud,indignant,1
indignant,voice,1
voice,but,1
she,stopped,1
stopped,hastily,1
hastily,for,1
Rabbit,cried,1
Silence,in,1
King,put,1
talking,Alice,1
their,shoulders,1
shoulders,that,1
were,writing,1
writing,down,1
down,stupid,1
stupid,things,1
things,on,1
could,even,1
even,make,1
them,didnt,1
know,how,1
to,spell,1
spell,stupid,1
stupid,and,1
ask,his,1
his,neighbour,1
neighbour,to,1
tell,him,1
him,A,1
A,nice,1
nice,muddle,1
muddle,their,1
their,slatesll,1
slatesll,be,1
in,before,1
trials,over,1
over,thought,1
Alice,One,1
One,of,1
jurors,had,1
a,pencil,1
pencil,that,1
that,squeaked,1
squeaked,This,1
This,of,1
course,Alice,1
not,stand,1
stand,and,1
went,round,1
and,got,1
found,an,1
of,taking,1
taking,it,1
away,She,1
so,quickly,1
quickly,that,1
little,juror,1
juror,it,1
Lizard,could,1
all,what,1
what,had,1
had,become,1
so,after,1
after,hunting,1
hunting,all,1
write,with,1
finger,for,1
was,of,1
use,as,1
it,left,1
left,no,1
mark,on,1
the,slate,1
slate,Herald,1
Herald,read,1
read,the,1
the,accusation,1
accusation,said,1
King,On,1
On,this,1
then,unrolled,1
unrolled,the,1
the,parchment,1
parchment,scroll,1
scroll,and,1
read,as,1
Hearts,she,1
made,some,1
some,tarts,1
tarts,All,1
All,on,1
a,summer,1
summer,day,1
day,The,1
Hearts,he,1
he,stole,1
stole,those,1
those,tarts,1
tarts,And,1
And,took,1
took,them,1
them,quite,1
quite,away,1
away,Consider,1
jury,Not,1
Not,yet,1
yet,not,1
not,yet,1
Rabbit,hastily,1
hastily,interrupted,1
interrupted,Theres,1
come,before,1
before,that,1
that,Call,1
out,First,1
First,witness,1
witness,The,1
He,came,1
a,teacup,1
teacup,in,1
of,breadandbutter,1
breadandbutter,in,1
other,I,1
beg,pardon,1
pardon,your,1
began,for,1
bringing,these,1
these,in,1
in,but,1
hadnt,quite,1
quite,finished,1
finished,my,1
tea,when,1
was,sent,1
sent,for,1
for,You,1
have,finished,1
finished,said,1
King,When,1
When,did,1
you,begin,1
begin,The,1
Hatter,looked,1
Hare,who,1
had,followed,1
him,into,1
court,arminarm,1
arminarm,with,1
Dormouse,Fourteenth,1
Fourteenth,of,1
of,March,1
March,I,1
was,he,1
said,Fifteenth,1
Fifteenth,said,1
Hare,Sixteenth,1
Sixteenth,added,1
Dormouse,Write,1
Write,that,1
that,down,1
jury,and,1
jury,eagerly,1
eagerly,wrote,1
three,dates,1
dates,on,1
then,added,1
added,them,1
and,reduced,1
reduced,the,1
to,shillings,1
shillings,and,1
and,pence,1
pence,Take,1
Take,off,1
off,your,1
your,hat,1
hat,the,1
Hatter,It,1
isnt,mine,1
mine,said,1
Hatter,Stolen,1
Stolen,the,1
King,exclaimed,1
exclaimed,turning,1
jury,who,1
who,instantly,1
instantly,made,1
a,memorandum,1
memorandum,of,1
I,keep,1
keep,them,1
sell,the,1
Hatter,added,1
explanation,Ive,1
Ive,none,1
own,Im,1
a,hatter,1
hatter,Here,1
Queen,put,1
her,spectacles,1
began,staring,1
Hatter,who,1
who,turned,1
and,fidgeted,1
fidgeted,Give,1
be,nervous,1
executed,on,1
the,spot,1
spot,This,1
This,did,1
not,seem,1
to,encourage,1
encourage,the,1
the,witness,1
witness,at,1
he,kept,1
kept,shifting,1
shifting,from,1
foot,to,1
other,looking,1
looking,uneasily,1
uneasily,at,1
his,confusion,1
confusion,he,1
he,bit,1
bit,a,1
large,piece,1
piece,out,1
teacup,instead,1
breadandbutter,Just,1
Just,at,1
curious,sensation,1
sensation,which,1
which,puzzled,1
her,a,1
deal,until,1
was,she,1
larger,again,1
thought,at,1
would,get,1
get,up,1
and,leave,1
court,but,1
on,second,1
second,thoughts,1
thoughts,she,1
decided,to,1
to,remain,1
remain,where,1
was,room,1
wouldnt,squeeze,1
squeeze,so,1
sitting,next,1
can,hardly,1
hardly,breathe,1
breathe,I,1
very,meekly,1
meekly,Im,1
Im,growing,1
growing,Youve,1
Youve,no,1
no,right,1
grow,here,1
Dormouse,Dont,1
Dont,talk,1
Alice,more,1
more,boldly,1
boldly,you,1
know,youre,1
youre,growing,1
growing,too,1
too,Yes,1
grow,at,1
reasonable,pace,1
pace,said,1
that,ridiculous,1
ridiculous,fashion,1
fashion,And,1
he,got,1
very,sulkily,1
sulkily,and,1
and,crossed,1
crossed,over,1
court,All,1
All,this,1
off,staring,1
Dormouse,crossed,1
crossed,the,1
court,she,1
court,Bring,1
Bring,me,1
the,singers,1
singers,in,1
last,concert,1
concert,on,1
the,wretched,1
wretched,Hatter,1
Hatter,trembled,1
trembled,so,1
shook,both,1
both,his,1
shoes,off,1
off,Give,1
evidence,the,1
King,repeated,1
repeated,angrily,1
angrily,or,1
executed,whether,1
youre,nervous,1
not,Im,1
Hatter,began,1
hadnt,begun,1
begun,my,1
my,teanot,1
teanot,above,1
above,a,1
week,or,1
or,soand,1
soand,what,1
what,with,1
breadandbutter,getting,1
so,thinand,1
thinand,the,1
the,twinkling,1
tea,The,1
The,twinkling,1
the,what,1
what,said,1
King,It,1
It,began,1
began,with,1
Hatter,replied,1
replied,Of,1
course,twinkling,1
twinkling,begins,1
a,T,1
T,said,1
King,sharply,1
sharply,Do,1
you,take,1
take,me,1
a,dunce,1
dunce,Go,1
on,Im,1
man,the,1
most,things,1
things,twinkled,1
twinkled,after,1
after,thatonly,1
thatonly,the,1
didnt,the,1
hurry,You,1
I,deny,1
Hare,He,1
He,denies,1
denies,it,1
King,leave,1
leave,out,1
that,part,1
part,Well,1
Well,at,1
rate,the,1
Dormouse,said,1
on,looking,1
would,deny,1
too,but,1
Dormouse,denied,1
denied,nothing,1
nothing,being,1
being,fast,1
asleep,After,1
After,that,1
that,continued,1
I,cut,1
cut,some,1
more,breadandbutter,1
breadandbutter,But,1
Dormouse,say,1
say,one,1
jury,asked,1
asked,That,1
That,I,1
remember,said,1
MUST,remember,1
remember,remarked,1
remarked,the,1
King,or,1
executed,The,1
The,miserable,1
miserable,Hatter,1
Hatter,dropped,1
dropped,his,1
teacup,and,1
knee,Im,1
began,Youre,1
very,poor,1
poor,speaker,1
speaker,said,1
King,Here,1
Here,one,1
guineapigs,cheered,1
court,As,1
As,that,1
is,rather,1
a,hard,1
hard,word,1
will,just,1
just,explain,1
explain,to,1
how,it,1
was,done,1
done,They,1
large,canvas,1
canvas,bag,1
bag,which,1
which,tied,1
tied,up,1
the,mouth,1
mouth,with,1
with,strings,1
strings,into,1
into,this,1
this,they,1
they,slipped,1
slipped,the,1
the,guineapig,1
guineapig,head,1
head,first,1
then,sat,1
sat,upon,1
it,Im,1
glad,Ive,1
seen,that,1
that,done,1
done,thought,1
Ive,so,1
often,read,1
read,in,1
the,newspapers,1
newspapers,at,1
of,trials,1
trials,There,1
was,some,1
some,attempts,1
attempts,at,1
at,applause,1
applause,which,1
never,understood,1
understood,what,1
it,meant,1
meant,till,1
till,now,1
now,If,1
If,thats,1
all,you,1
may,stand,1
stand,down,1
down,continued,1
King,I,1
cant,go,1
go,no,1
no,lower,1
lower,said,1
Hatter,Im,1
floor,as,1
is,Then,1
may,SIT,1
SIT,down,1
King,replied,1
replied,Here,1
other,guineapig,1
guineapig,cheered,1
was,suppressed,1
suppressed,Come,1
Come,that,1
that,finished,1
guineapigs,thought,1
Alice,Now,1
Now,we,1
shall,get,1
get,on,1
on,better,1
better,Id,1
rather,finish,1
finish,my,1
tea,said,1
an,anxious,1
anxious,look,1
reading,the,1
of,singers,1
singers,You,1
may,go,1
Hatter,hurriedly,1
hurriedly,left,1
left,the,1
court,without,1
even,waiting,1
waiting,to,1
shoes,on,1
just,take,1
take,his,1
head,off,1
off,outside,1
Queen,added,1
officers,but,1
sight,before,1
the,officer,1
officer,could,1
door,Call,1
Duchesss,cook,1
cook,She,1
She,carried,1
carried,the,1
the,pepperbox,1
pepperbox,in,1
guessed,who,1
who,it,1
was,even,1
even,before,1
court,by,1
way,the,1
people,near,1
door,began,1
began,sneezing,1
sneezing,all,1
once,Give,1
King,Shant,1
Shant,said,1
cook,The,1
King,looked,1
who,said,1
voice,Your,1
Your,Majesty,1
Majesty,must,1
crossexamine,THIS,1
THIS,witness,1
witness,Well,1
Well,if,1
must,I,1
must,the,1
melancholy,air,1
after,folding,1
folding,his,1
his,arms,1
and,frowning,1
frowning,at,1
cook,till,1
till,his,1
were,nearly,1
nearly,out,1
sight,he,1
voice,What,1
are,tarts,1
tarts,made,1
of,Pepper,1
Pepper,mostly,1
mostly,said,1
cook,Treacle,1
a,sleepy,1
voice,behind,1
her,Collar,1
Collar,that,1
Dormouse,the,1
Queen,shrieked,1
shrieked,out,1
out,Behead,1
Behead,that,1
Dormouse,Turn,1
Turn,that,1
Dormouse,out,1
of,court,1
court,Suppress,1
Suppress,him,1
him,Pinch,1
Pinch,him,1
him,Off,1
his,whiskers,1
whiskers,For,1
minutes,the,1
whole,court,1
in,confusion,1
confusion,getting,1
getting,the,1
Dormouse,turned,1
had,settled,1
cook,had,1
had,disappeared,1
disappeared,Never,1
Never,mind,1
King,with,1
an,air,1
air,of,1
relief,Call,1
witness,And,1
undertone,to,1
Queen,Really,1
Really,my,1
dear,YOU,1
YOU,must,1
crossexamine,the,1
witness,It,1
It,quite,1
quite,makes,1
makes,my,1
my,forehead,1
forehead,ache,1
ache,Alice,1
Alice,watched,1
Rabbit,as,1
he,fumbled,1
fumbled,over,1
list,feeling,1
witness,would,1
like,for,1
for,they,1
they,havent,1
havent,got,1
got,much,1
much,evidence,1
evidence,YET,1
YET,she,1
herself,Imagine,1
Imagine,her,1
her,surprise,1
surprise,when,1
his,shrill,1
shrill,little,1
little,voice,1
voice,the,1
name,Alice,1
Alice,CHAPTER,1
CHAPTER,XII,1
XII,Alices,1
Alices,Evidence,1
Evidence,Here,1
Here,cried,1
forgetting,in,1
the,flurry,1
flurry,of,1
moment,how,1
how,large,1
large,she,1
grown,in,1
hurry,that,1
she,tipped,1
tipped,over,1
jurybox,with,1
her,skirt,1
skirt,upsetting,1
upsetting,all,1
jurymen,on,1
the,heads,1
heads,of,1
the,crowd,1
crowd,below,1
below,and,1
lay,sprawling,1
sprawling,about,1
about,reminding,1
reminding,her,1
a,globe,1
globe,of,1
of,goldfish,1
goldfish,she,1
had,accidentally,1
accidentally,upset,1
the,week,1
week,before,1
before,Oh,1
I,BEG,1
BEG,your,1
pardon,she,1
she,exclaimed,1
exclaimed,in,1
great,dismay,1
dismay,and,1
began,picking,1
picking,them,1
as,quickly,1
quickly,as,1
accident,of,1
the,goldfish,1
goldfish,kept,1
kept,running,1
running,in,1
head,and,1
a,vague,1
vague,sort,1
of,idea,1
idea,that,1
be,collected,1
collected,at,1
put,back,1
jurybox,or,1
or,they,1
would,die,1
die,The,1
The,trial,1
trial,can,1
not,proceed,1
proceed,said,1
King,in,1
very,grave,1
grave,voice,1
voice,until,1
until,all,1
jurymen,are,1
are,back,1
their,proper,1
proper,placesALL,1
placesALL,he,1
he,repeated,1
repeated,with,1
great,emphasis,1
emphasis,looking,1
looking,hard,1
hard,at,1
said,do,1
jurybox,and,1
and,saw,1
saw,that,1
her,haste,1
haste,she,1
Lizard,in,1
in,head,1
head,downwards,1
downwards,and,1
was,waving,1
tail,about,1
melancholy,way,1
way,being,1
being,quite,1
quite,unable,1
unable,to,1
to,move,1
move,She,1
She,soon,1
soon,got,1
got,it,1
it,right,1
right,not,1
it,signifies,1
signifies,much,1
much,she,1
be,QUITE,1
QUITE,as,1
much,use,1
trial,one,1
way,up,1
up,as,1
other,As,1
jury,had,1
little,recovered,1
recovered,from,1
the,shock,1
shock,of,1
being,upset,1
upset,and,1
and,pencils,1
pencils,had,1
been,found,1
found,and,1
handed,back,1
they,set,1
very,diligently,1
diligently,to,1
write,out,1
a,history,1
history,of,1
accident,all,1
all,except,1
Lizard,who,1
seemed,too,1
much,overcome,1
overcome,to,1
do,anything,1
but,sit,1
sit,with,1
mouth,open,1
open,gazing,1
gazing,up,1
court,What,1
this,business,1
Nothing,said,1
Nothing,WHATEVER,1
WHATEVER,persisted,1
persisted,the,1
King,Nothing,1
Nothing,whatever,1
whatever,said,1
very,important,1
important,the,1
jury,They,1
were,just,1
write,this,1
this,down,1
slates,when,1
Rabbit,interrupted,1
interrupted,UNimportant,1
UNimportant,your,1
Majesty,means,1
course,he,1
very,respectful,1
respectful,tone,1
tone,but,1
but,frowning,1
frowning,and,1
making,faces,1
faces,at,1
at,him,1
him,as,1
spoke,UNimportant,1
UNimportant,of,1
course,I,1
I,meant,1
meant,the,1
King,hastily,1
hastily,said,1
himself,in,1
undertone,importantunimportantunimportantimportant,1
importantunimportantunimportantimportant,as,1
he,were,1
trying,which,1
which,word,1
word,sounded,1
sounded,best,1
best,Some,1
jury,wrote,1
wrote,it,1
down,important,1
important,and,1
some,unimportant,1
unimportant,Alice,1
see,this,1
this,as,1
was,near,1
near,enough,1
look,over,1
slates,but,1
matter,a,1
bit,she,1
herself,At,1
King,who,1
been,for,1
time,busily,1
busily,writing,1
writing,in,1
notebook,cackled,1
cackled,out,1
Silence,and,1
out,from,1
from,his,1
his,book,1
book,Rule,1
Rule,Fortytwo,1
Fortytwo,ALL,1
ALL,PERSONS,1
PERSONS,MORE,1
MORE,THAN,1
THAN,A,1
A,MILE,1
MILE,HIGH,1
HIGH,TO,1
TO,LEAVE,1
LEAVE,THE,1
THE,COURT,1
COURT,Everybody,1
Everybody,looked,1
Alice,IM,1
IM,not,1
a,mile,1
mile,high,1
high,said,1
King,Nearly,1
Nearly,two,1
two,miles,1
miles,high,1
high,added,1
Queen,Well,1
shant,go,1
go,at,1
rate,said,1
Alice,besides,1
besides,thats,1
a,regular,1
regular,rule,1
rule,you,1
you,invented,1
invented,it,1
now,Its,1
the,oldest,1
oldest,rule,1
rule,in,1
book,said,1
King,Then,1
be,Number,1
Number,One,1
One,said,1
King,turned,1
notebook,hastily,1
hastily,Consider,1
verdict,he,1
jury,in,1
voice,Theres,1
Theres,more,1
more,evidence,1
evidence,to,1
come,yet,1
yet,please,1
Rabbit,jumping,1
hurry,this,1
this,paper,1
paper,has,1
has,just,1
been,picked,1
up,Whats,1
Whats,in,1
havent,opened,1
it,yet,1
Rabbit,but,1
letter,written,1
written,by,1
the,prisoner,1
prisoner,toto,1
toto,somebody,1
somebody,It,1
been,that,1
King,unless,1
unless,it,1
was,written,1
written,to,1
to,nobody,1
nobody,which,1
which,isnt,1
isnt,usual,1
usual,you,1
know,Who,1
it,directed,1
directed,to,1
said,one,1
jurymen,It,1
isnt,directed,1
directed,at,1
fact,theres,1
theres,nothing,1
nothing,written,1
written,on,1
the,OUTSIDE,1
OUTSIDE,He,1
He,unfolded,1
unfolded,the,1
paper,as,1
added,It,1
letter,after,1
a,set,1
set,of,1
of,verses,1
verses,Are,1
Are,they,1
they,in,1
the,prisoners,1
prisoners,handwriting,1
handwriting,asked,1
asked,another,1
another,of,1
jurymen,No,1
No,theyre,1
theyre,not,1
the,queerest,1
queerest,thing,1
thing,about,1
looked,puzzled,1
puzzled,He,1
He,must,1
have,imitated,1
imitated,somebody,1
somebody,elses,1
elses,hand,1
hand,said,1
all,brightened,1
again,Please,1
Please,your,1
Knave,I,1
didnt,write,1
write,it,1
they,cant,1
cant,prove,1
prove,I,1
I,did,1
did,theres,1
no,name,1
name,signed,1
signed,at,1
end,If,1
didnt,sign,1
sign,it,1
that,only,1
only,makes,1
matter,worse,1
worse,You,1
MUST,have,1
have,meant,1
meant,some,1
some,mischief,1
mischief,or,1
or,else,1
else,youd,1
youd,have,1
have,signed,1
signed,your,1
name,like,1
an,honest,1
honest,man,1
man,There,1
general,clapping,1
clapping,of,1
of,hands,1
hands,at,1
first,really,1
really,clever,1
clever,thing,1
thing,the,1
King,had,1
had,said,1
said,that,1
day,That,1
That,PROVES,1
PROVES,his,1
his,guilt,1
guilt,said,1
Queen,It,1
It,proves,1
proves,nothing,1
Why,you,1
theyre,about,1
about,Read,1
Read,them,1
them,said,1
The,White,1
Rabbit,put,1
spectacles,Where,1
Where,shall,1
I,begin,1
begin,please,1
he,asked,1
asked,Begin,1
Begin,at,1
beginning,the,1
said,gravely,1
gravely,and,1
and,go,1
on,till,1
till,you,1
end,then,1
then,stop,1
stop,These,1
These,were,1
verses,the,1
read,They,1
They,told,1
me,you,1
her,And,1
And,mentioned,1
mentioned,me,1
him,She,1
She,gave,1
gave,me,1
good,character,1
character,But,1
But,said,1
not,swim,1
swim,He,1
He,sent,1
sent,them,1
them,word,1
gone,We,1
We,know,1
be,true,1
true,If,1
If,she,1
should,push,1
push,the,1
matter,on,1
What,would,1
you,I,1
I,gave,1
one,they,1
they,gave,1
gave,him,1
him,two,1
two,You,1
You,gave,1
gave,us,1
us,three,1
three,or,1
or,more,1
more,They,1
all,returned,1
returned,from,1
you,Though,1
Though,they,1
were,mine,1
mine,before,1
before,If,1
I,or,1
should,chance,1
chance,to,1
be,Involved,1
Involved,in,1
this,affair,1
affair,He,1
He,trusts,1
trusts,to,1
set,them,1
them,free,1
free,Exactly,1
Exactly,as,1
were,My,1
My,notion,1
notion,was,1
been,Before,1
Before,she,1
had,this,1
this,fit,1
fit,An,1
An,obstacle,1
obstacle,that,1
that,came,1
came,between,1
between,Him,1
Him,and,1
and,ourselves,1
ourselves,and,1
it,Dont,1
let,him,1
him,know,1
know,she,1
she,liked,1
liked,them,1
them,best,1
best,For,1
For,this,1
must,ever,1
ever,be,1
be,A,1
A,secret,1
secret,kept,1
kept,from,1
rest,Between,1
Between,yourself,1
yourself,and,1
and,me,1
me,Thats,1
most,important,1
important,piece,1
of,evidence,1
evidence,weve,1
weve,heard,1
heard,yet,1
King,rubbing,1
rubbing,his,1
his,hands,1
hands,so,1
so,now,1
now,let,1
jury,If,1
them,can,1
can,explain,1
grown,so,1
large,in,1
minutes,that,1
she,wasnt,1
bit,afraid,1
of,interrupting,1
interrupting,him,1
him,Ill,1
give,him,1
him,sixpence,1
sixpence,I,1
all,wrote,1
slates,SHE,1
SHE,doesnt,1
doesnt,believe,1
but,none,1
them,attempted,1
attempted,to,1
paper,If,1
If,theres,1
no,meaning,1
that,saves,1
saves,a,1
a,world,1
world,of,1
of,trouble,1
trouble,you,1
know,as,1
we,neednt,1
neednt,try,1
try,to,1
find,any,1
any,And,1
know,he,1
on,spreading,1
spreading,out,1
verses,on,1
his,knee,1
eye,I,1
I,seem,1
see,some,1
some,meaning,1
in,them,1
them,after,1
all,SAID,1
SAID,I,1
I,COULD,1
COULD,NOT,1
NOT,SWIM,1
SWIM,you,1
cant,swim,1
swim,can,1
you,he,1
added,turning,1
Knave,The,1
Knave,shook,1
head,sadly,1
sadly,Do,1
Do,I,1
I,look,1
said,Which,1
Which,he,1
he,certainly,1
certainly,did,1
did,NOT,1
NOT,being,1
being,made,1
made,entirely,1
entirely,of,1
of,cardboard,1
cardboard,All,1
right,so,1
far,said,1
on,muttering,1
muttering,over,1
verses,to,1
himself,WE,1
WE,KNOW,1
KNOW,IT,1
IT,TO,1
TO,BE,1
BE,TRUE,1
TRUE,thats,1
jury,of,1
of,courseI,1
courseI,GAVE,1
GAVE,HER,1
HER,ONE,1
ONE,THEY,1
THEY,GAVE,1
GAVE,HIM,1
HIM,TWO,1
TWO,why,1
why,that,1
that,must,1
be,what,1
what,he,1
did,with,1
tarts,you,1
But,it,1
it,goes,1
on,THEY,1
THEY,ALL,1
ALL,RETURNED,1
RETURNED,FROM,1
FROM,HIM,1
HIM,TO,1
Why,there,1
King,triumphantly,1
triumphantly,pointing,1
tarts,on,1
table,Nothing,1
Nothing,can,1
be,clearer,1
clearer,than,1
than,THAT,1
THAT,Then,1
Then,againBEFORE,1
againBEFORE,SHE,1
SHE,HAD,1
HAD,THIS,1
THIS,FIT,1
had,fits,1
fits,my,1
think,he,1
Queen,Never,1
Never,said,1
Queen,furiously,1
furiously,throwing,1
throwing,an,1
an,inkstand,1
inkstand,at,1
Lizard,as,1
spoke,The,1
The,unfortunate,1
unfortunate,little,1
little,Bill,1
Bill,had,1
off,writing,1
writing,on,1
his,slate,1
slate,with,1
finger,as,1
he,found,1
made,no,1
mark,but,1
he,now,1
now,hastily,1
hastily,began,1
again,using,1
the,ink,1
ink,that,1
was,trickling,1
trickling,down,1
face,as,1
it,lasted,1
lasted,Then,1
words,dont,1
dont,FIT,1
King,looking,1
court,with,1
smile,There,1
silence,Its,1
a,pun,1
pun,the,1
King,added,1
everybody,laughed,1
laughed,Let,1
Let,the,1
jury,consider,1
consider,their,1
their,verdict,1
for,about,1
the,twentieth,1
twentieth,time,1
time,that,1
day,No,1
no,said,1
Queen,Sentence,1
Sentence,firstverdict,1
firstverdict,afterwards,1
afterwards,Stuff,1
Stuff,and,1
and,nonsense,1
Alice,loudly,1
loudly,The,1
The,idea,1
having,the,1
sentence,first,1
first,Hold,1
tongue,said,1
Queen,turning,1
turning,purple,1
purple,I,1
wont,said,1
Alice,Off,1
head,the,1
Queen,shouted,1
shouted,at,1
voice,Nobody,1
Nobody,moved,1
moved,Who,1
grown,to,1
her,full,1
full,size,1
size,by,1
time,Youre,1
Youre,nothing,1
cards,At,1
pack,rose,1
rose,up,1
came,flying,1
flying,down,1
scream,half,1
of,fright,1
fright,and,1
of,anger,1
anger,and,1
beat,them,1
them,off,1
herself,lying,1
bank,with,1
head,in,1
the,lap,1
lap,of,1
sister,who,1
was,gently,1
gently,brushing,1
brushing,away,1
away,some,1
some,dead,1
dead,leaves,1
had,fluttered,1
fluttered,down,1
trees,upon,1
face,Wake,1
Alice,dear,1
said,her,1
sister,Why,1
long,sleep,1
sleep,youve,1
youve,had,1
had,Oh,1
Oh,Ive,1
had,such,1
dream,said,1
she,told,1
told,her,1
sister,as,1
remember,them,1
these,strange,1
strange,Adventures,1
Adventures,of,1
hers,that,1
have,just,1
been,reading,1
reading,about,1
finished,her,1
sister,kissed,1
kissed,her,1
It,WAS,1
dream,dear,1
dear,certainly,1
certainly,but,1
but,now,1
now,run,1
run,in,1
in,to,1
your,tea,1
tea,its,1
getting,late,1
